,set_num,name,year,theme_id,num_parts
15537,8514-1,Power,2000,16,33
15538,851417-1,Friends Wall Stickers,2015,501,0
15539,851441-1,Toa Hordika Vakama Mask,2004,501,0
15540,851462-1,Anakin Key Chain,2007,503,0
15541,851463-1,Clone Trooper Key Chain,2007,503,0
15542,851464-1,Chewbacca Key Chain,2007,503,0
15543,851490-1,Lord Vladek Mask,2005,501,1
15544,851499-1,Knights' Kingdom Chess,2005,198,249
15545,851501-1,Kitchen Egg Timer,2005,501,0
15546,851502-1,Ice Cube Tray (Yellow),2007,501,0
15547,8515-1,RoboRider Wheels,2000,16,0
15548,851524-1,Egg Cup Set,2007,501,0
15549,851537-1,Fireman Key Chain,2007,503,0
15550,851538-1,Agent Key Chain,2006,503,0
15551,851576-1,Dolphin Bag Charm,2015,503,0
15552,851578-1,Horse Bag Charm,2015,503,0
15553,851584-1,Viking Key Chain,2006,503,0
15554,851591-1,Piraka Ball Shooter,2006,501,0
15555,851592-1,Piraka Key Light,2006,503,0
15556,8516-1,The Boss,2000,16,125
15557,851617-1,Duplo Zoo Dinner Set,2007,501,0
15558,851624-1,Police Cap,2007,501,0
15559,851625-1,City Police Badge,2007,501,0
15560,851626-1,Police Officer Key Chain,2008,503,0
15561,851627-1,Key Chain Name Kit,2007,503,73
15562,851641-1,Memory Game,2007,501,0
15563,851648-1,Magnetic Notepad,2007,501,0
15564,851652-1,Corkscrew and Bottle Opener,2006,501,0
15565,851653-1,Store & Carry Case,2006,501,0
15566,851658-1,Racer Key Chain,2008,503,0
15567,851659-1,Boba Fett Key Chain,2008,503,0
15568,851680-1,Santa Gift Wrap and Tags,2007,501,0
15569,851683-1,Imperial Royal Guard Key Chain,2006,503,0
15570,851686-1,Batman Key Chain,2007,503,0
15571,851687-1,Robin Key Chain,2007,503,0
15572,851689-1,DC Comics Minifigure Magnet Set,2007,501,13
15573,8517-1,Humungousaur,2010,270,15
15574,851730-1,Professor Dumbledore Key Chain,2006,503,0
15575,851734-1,King Jayko Key Chain,2006,503,0
15576,851735-1,Dracus Key Chain,2006,503,0
15577,851746-1,Pilot Key Chain,2006,503,0
15578,851747-1,Doctor Key Chain,2006,503,0
15579,851749-1,Salt and Pepper Shaker Set,2006,501,0
15580,851757-1,Fire Extinguisher,2007,501,0
15581,8518-1,Jet Ray,2010,270,17
15582,851814-1,The Joker Key Chain,2007,503,0
15583,851815-1,Catwoman Key Chain,2007,503,0
15584,851818-1,Hikaru Key Chain,2006,503,0
15585,851821-1,Exo-Force Blaster,2006,501,0
15586,851826-1,Brazil Footballer Key Chain,2006,503,0
15587,851831-1,Viking Helmet,2006,501,0
15588,851836-1,Exo-Force Magnet Set,2007,501,16
15589,851838-1,SpongeBob Key Chain,2007,503,0
15590,851839-1,Patrick Key Chain,2007,503,0
15591,851841-1,Holiday Gift Wrap,2007,501,0
15592,851846-1,Coaster Set,2006,501,0
15593,851853-1,Mr. Krabs Key Chain,2007,503,0
15594,851854-1,SpongeBob Minifigure Magnet Set,2006,501,9
15595,851855-1,Gift Wrap,2007,501,0
15596,851861-1,Vikings Chess Set,2006,474,206
15597,851868-1,Belville Princess Crown,2007,501,0
15598,851873-1,Porcelain Picnic Tea Set,2007,501,0
15599,851875-1,Takadox Sword,2007,501,0
15600,851876-1,Takadox Mask,2007,501,0
15601,851877-1,Barraki Pump Action Water Gun,2007,501,0
15602,851878-1,Splashy Barraki Squid,2007,501,0
15603,851893-1,Exo-Force Rocket Launcher,2007,501,0
15604,851894-1,King's Sword,2007,501,0
15605,851895-1,King's Cape with Fur,2007,501,0
15606,851896-1,King's Crown,2007,501,0
15607,851897-1,City Fire Drinking Bottle,2007,501,0
15608,851898-1,Fire Axe,2007,501,0
15609,851899-1,Police Flashlight,2007,501,0
15610,851901-1,Police Megaphone,2007,501,0
15611,851902-1,City Police Investigator Set,2007,501,0
15612,851903-1,Brick Backpack,2007,501,0
15613,851904-1,Brick Wallet Blue,2007,501,0
15614,851905-1,Brick Sports Bag (Blue),2007,501,0
15615,851906-1,Activity Planner,2007,501,4
15616,851908-1,Key Rack,2007,503,7
15617,8519-1,Big Chill,2010,270,21
15618,851910-1,Classic Stripes Stationery Set (Pink),2007,501,0
15619,851911-1,Classic Stripes Stationery Set (Blue),2007,501,0
15620,851915-1,Brick Cake / Jelly Mould,2007,501,0
15621,851917-1,Storage Tray Unit,2007,501,0
15622,851918-1,Brick Lunch Bag,2007,501,0
15623,851931-1,Pirate Cleaver,2007,501,0
15624,851933-1,Pirate Sword,2007,501,0
15625,851935-1,Splash Cannon Balls,2007,501,0
15626,851936-1,Treasure Chest Coin Bank,2007,501,0
15627,851937-1,Astromech Droid Key Chain,2007,503,0
15628,851938-1,Princess Leia Key Chain,2007,503,0
15629,851939-1,Star Wars Magnet Set,2007,501,15
15630,851941-1,Viking Cape,2007,501,0
15631,851942-1,Viking Armor,2007,501,0
15632,851949-1,King's Shield,2007,501,0
15633,851951-1,Classic Stripes Plastic Tumblers,2007,501,0
15634,851954-1,Aquaraiders Stationery Set,2007,501,0
15635,851955-1,Aqua Raiders Water Blaster,2007,501,0
15636,851958-1,Secret Diary Plush,2007,501,0
15637,851960-1,Duplo Zoo Sticker Sheet,2007,501,0
15638,851970-1,Belville Stationery Set,2007,501,0
15639,851973-1,Belville Ice Cube Tray,2007,501,0
15640,851974-1,Bionicle Stationery Set,2007,501,0
15641,851975-1,Toa Mahri Dart Shooter,2007,501,0
15642,851976-1,Bionicle Notebook,2007,501,0
15643,851988-1,Duplo Zoo Height Chart,2007,501,0
15644,851994-1,Manga Tutorial Set,2007,501,0
15645,851999-1,Hagrid Key Chain,2007,503,0
15646,852000-1,Hermione Key Chain,2007,503,0
15647,852001-1,Fantasy Era Castle Chess Set,2007,193,286
15648,852003-1,Castle Skeleton Sword,2007,501,0
15649,852004-1,Castle Skeleton Shield,2007,501,0
15650,852005-1,Knight Hero Helmet,2007,501,0
15651,852007-1,Knight's Shield,2007,501,0
15652,852008-1,Knight Hero Armor,2007,501,0
15653,852009-1,Castle Minifigure Magnet Set,2007,501,21
15654,8520-1,Millennium/Millennia,2000,20,137
15655,852011-1,City Stationery Set,2007,501,0
15656,852012-1,City Minifigure Magnet Set,2007,501,21
15657,852015-1,Construction Worker Vest,2007,501,0
15658,852017-1,Foldable Ruler,2007,501,0
15659,852018-1,Classic Stripes Towel,2007,501,0
15660,852019-1,Space Hero Air Blaster,2007,501,0
15661,852020-1,Space Hero Suit,2007,501,0
15662,852021-1,Squidward Key Chain,2007,503,0
15663,852023-1,Julius the Monkey Key Chain,2006,503,0
15664,852026-1,Duplo Zoo T-shirt (Child),2007,501,0
15665,852028-1,Duplo Zoo Hat,2007,501,0
15666,852037-1,Exo-Force T-Shirt (Child),2007,501,0
15667,852038-1,Exo-Force T-Shirt (Child),2007,501,0
15668,852043-1,Racers Cap,2007,501,0
15669,852053-1,Bionicle Barraki T-Shirt (Child),2007,501,0
15670,852054-1,Bionicle Ehlek T-Shirt (Child),2007,501,0
15671,852064-1,Classic Yellow T-Shirt (Child),2007,501,0
15672,852066-1,Classic Stripes Slimfit Polo Shirt (Women),2007,501,0
15673,852068-1,Classic Stripes Polo Shirt (Men),2007,501,0
15674,852080-1,Two-Face Key Chain,2007,503,0
15675,852081-1,The Penguin Key Chain,2007,503,0
15676,852084-1,Classic Stripes Melamine Plates,2007,501,0
15677,852085-1,Star Wars Magnet Set,2007,501,13
15678,852086-1,"Star Wars Magnet Set: Darth Maul, Anakin and Naboo Fighter Pilot",2007,501,14
15679,852088-1,Castle Skeleton Armor,2007,501,0
15680,852089-1,DC Comics Minifigure Magnet Set,2007,501,23
15681,852090-1,The Riddler Key Chain,2007,503,0
15682,852091-1,Harry Potter Key Chain,2007,503,0
15683,852095-1,Yellow Brick Key Chain,2007,503,1
15684,852096-1,Green Brick Key Chain,2007,503,1
15685,852097-1,Orange Brick Key Chain,2007,503,1
15686,852098-1,Black Brick Key Chain,2007,503,1
15687,852099-1,Lime Green Brick Key Chain,2007,503,1
15688,852-1,Reconnaisance Helicopter,1977,4,364
15689,852100-1,White Brick Key Chain,2007,503,1
15690,8521-1,Flare,2000,20,44
15691,852113-1,Millennium Falcon Bag Charm,2007,503,37
15692,852114-1,Y-Wing Fighter Bag Charm,2007,503,41
15693,852115-1,Vader's TIE Fighter Bag Charm,2007,503,0
15694,852116-1,Santa Gift Bag,2007,501,0
15695,852117-1,City Gift Bag,2007,501,0
15696,852119-1,Holiday Magnet Set,2007,227,15
15697,852124-1,Santa Stocking,2007,501,0
15698,852129-1,Emperor Palpatine Key Chain,2007,503,0
15699,852130-1,Scarecrow Key Chain,2007,503,0
15700,852131-1,Mr. Freeze Key Chain,2007,503,0
15701,852132-1,Castle Tic Tac Toe,2007,186,86
15702,852133-1,Santa Holiday Cards,2007,501,0
15703,852145-1,Indiana Jones Key Chain,2008,503,0
15704,852146-1,Professor Henry Jones Key Chain,2008,503,0
15705,852147-1,Guard Key Chain,2008,503,0
15706,852165-1,Jewelry Box with Sound Fairy,2008,501,0
15707,852171-1,Phantoka Spheres Shooter,2008,501,0
15708,852172-1,Bionicle Phantoka T-Shirt,2008,501,0
15709,852182-1,Clikits Black Cat Key Chain,2008,503,0
15710,852194-1,Dwarf Key Chain,2008,503,0
15711,852198-1,Dwarf Foam Axe,2008,501,0
15712,852204-1,Police Officer Minifigure T-Shirt,2008,501,0
15713,852206-1,Firefighter Backpack,2008,501,0
15714,8522-1,Spark,2000,20,35
15715,852214-1,Salt & Pepper Shakers,2008,501,0
15716,852216-1,Easter Magnet Set,2008,229,9
15717,852217-1,Plush Bunny with Bricks,2008,504,23
15718,852221-1,Retro T-Shirt,2008,501,0
15719,852227-1,Pirate Playing Cards,2009,501,0
15720,852231-1,Castle Coin Bank,2008,501,96
15721,852238-1,Mrs. Puff Key Chain,2008,503,0
15722,852239-1,SpongeBob Spacesuit Key Chain,2008,503,0
15723,852240-1,Sandy Key Chain,2008,503,0
15724,852242-1,SpongeBob Space Magnet Set,2008,501,16
15725,852243-1,Darth Vader T-Shirt,2009,501,0
15726,852245-1,Landspeeder Bag Charm,2008,503,0
15727,852246-1,Slave I Bag Charm,2008,503,0
15728,852247-1,Jedi Starfighter Bag Charm,2008,503,0
15729,852266-1,Ollie the Dragon Key Chain,2008,503,0
15730,852270-1,Belville Coin Purse,2008,501,0
15731,852271-1,Battle Pack Knights,2008,193,35
15732,852272-1,Battle Pack Skeletons,2008,193,43
15733,852273-1,Pink Brick Key Chain,2008,503,1
15734,852274-1,Light Blue Brick Key Chain,2008,503,1
15735,852279-1,Phantoka Sphere Shooter Accessory Pack,2008,501,0
15736,852283-1,Picture Frame,2008,501,0
15737,852286-1,Fashion Diary Stationery Set,2008,501,0
15738,852292-1,Duplo Activity Set,2008,501,0
15739,852293-1,Fantasy Era Castle Giant Chess Set,2008,193,2455
15740,852294-1,Dwarf Helmet,2008,501,0
15741,852302-1,Agents Gadget Pen,2008,501,0
15742,852309-1,Light Up Brick Key Chain,2008,503,0
15743,8523-1,Blaster / Blaster Slizer,2000,20,89
15744,852312-1,Batman Cap,2008,501,0
15745,852314-1,Batman Key Chain,2008,503,0
15746,852315-1,Harley Quinn Key Chain,2008,503,0
15747,852317-1,Batman T-Shirt,2008,501,0
15748,852318-1,Bionicle Phantoka Backpack,2008,501,0
15749,852319-1,Phantoka Drinking Bottle,2008,501,0
15750,852323-1,Bionicle Phantoka Wallet,2008,501,0
15751,852330-1,Lanyard,2008,501,0
15752,852331-1,Vintage Minifigure Collection Vol. 1,2008,535,21
15753,852333-1,Keychain Name Programme,2008,503,64
15754,852335-1,LEGO Classic Logo Notebook,2008,501,0
15755,852336-1,Mechanical Pencil & Pen Set,2008,501,0
15756,852339-1,Duplo Play Rug,2008,501,0
15757,852341-1,Minifigure Ice Lollipop Mould,2008,501,0
15758,852346-1,Yoda T-Shirt,2008,501,0
15759,852347-1,Shock Trooper Key Chain,2008,503,0
15760,852348-1,Rebel Trooper Key Chain,2008,503,0
15761,852349-1,Shadow Trooper Key Chain,2008,503,0
15762,852350-1,Anakin Skywalker Key Chain,2008,503,0
15763,852351-1,Obi-Wan Key Chain,2008,503,0
15764,852352-1,Plo Koon Key Chain,2008,503,0
15765,852353-1,Ahsoka Tano Key Chain,2008,503,0
15766,852354-1,Asajj Ventress Key Chain,2008,503,0
15767,852355-1,Commander Cody Key Chain,2008,503,0
15768,852356-1,Captain Rex Key Chain,2008,503,0
15769,852394-1,Hero Sword,2008,501,0
15770,852395-1,Writing Pad,2008,501,0
15771,852396-1,Twinpocket Portfolio,2008,501,0
15772,852397-1,Report Cover,2008,501,0
15773,852445-1,Gold Brick Key Chain,2008,503,2
15774,852454-1,Note Block,2008,501,0
15775,852458-1,Brick Paper Clips,2008,501,0
15776,852459-1,Photo Album,2008,501,0
15777,852460-1,Magnetic Photo Frames,2008,501,0
15778,852461-1,Gift Tag Stickers,2008,501,0
15779,852462-1,Wrapping Paper & Gift Tags,2008,501,0
15780,852467-1,Magnet Set - Small,2008,501,3
15781,852468-1,Magnet Set - Medium,2008,501,5
15782,852469-1,Magnet Set - Large,2008,501,10
15783,852490-1,Belville Lunch Box,2009,501,0
15784,852492-1,Belville Placemat,2009,501,0
15785,852494-1,Bionicle T-Shirt,2009,501,0
15786,852495-1,Foam Ice Sword,2009,501,0
15787,852496-1,Bionicle Ball Shooter,2009,501,0
15788,852497-1,Bionicle Backpack,2009,501,0
15789,852498-1,Bionicle Cap,2009,501,0
15790,852499-1,Duplo Polar Bear T-Shirt,2009,501,0
15791,852500-1,Duplo Polar Bear Plush,2009,501,0
15792,852504-1,Indiana Jones Magnet Set,2009,501,21
15793,852505-1,Boulderax Key Chain,2009,503,0
15794,852506-1,Meltrox Key Chain,2009,503,0
15795,8525-1,Kanohi Mask Pack - US Version,2001,324,3
15796,852512-1,Archer Set,2009,501,0
15797,852513-1,City Hero Magnet Set,2009,501,24
15798,852514-1,City Police Handcuffs,2010,501,0
15799,852516-1,City Placemat,2009,501,0
15800,852517-1,City Police Lunch Box,2009,501,0
15801,852520-1,Classic Minifigure T-shirt,2009,501,0
15802,852521-1,Book Ends,2009,501,0
15803,852522-1,Letters Building System,2009,301,179
15804,852524-1,Minifigure Cookie Cutters,2009,501,0
15805,852525-1,Cutlery Set,2009,501,0
15806,852527-1,City Coat Rack,2009,501,0
15807,852528-1,Kitchen Storage Set,2009,501,0
15808,852529-1,Pro-Builder Toolbox,2009,501,0
15809,852530-1,Rolling Cookie Cutter,2009,501,0
15810,852534-1,Minifigure Head Kitchen Scale,2009,501,0
15811,852535-1,Vintage Minifigure Collection Vol. 2,2009,535,22
15812,852543-1,Pirates Magnet Set,2009,501,22
15813,852544-1,Pirate Captain Key Chain,2009,503,0
15814,852545-1,Treasure Box with Pop Up Pirate,2009,501,4
15815,852547-1,SpongeBob Spacesuit Magnet Set,2009,501,21
15816,852548-1,R7-A7 Key Chain,2009,503,0
15817,852549-1,Count Dooku Key Chain,2009,503,0
15818,852550-1,Yoda Key Chain,2009,503,0
15819,852551-1,Magnet Set Darth Maul 2009,2009,501,24
15820,852552-1,Star Wars Magnet Set,2009,501,18
15821,852553-1,Star Wars Magnet Set,2009,501,18
15822,852554-1,Star Wars Magnet Set,2008,501,21
15823,852555-1,Magnet Set Star Wars,2009,501,22
15824,852660-1,Ice Cube Tray (Blue),2008,501,0
15825,852666-1,Brick Wall Photo Display,2009,425,87
15826,852673-1,City Eraser Set,2009,501,0
15827,852676-1,Travel Game,2009,501,82
15828,852678-1,Classic Shoulder Bag,2009,501,0
15829,852683-1,Belville Fairy Wash Towel,2009,501,0
15830,852685-1,Animal Puzzle,2009,504,5
15831,852688-1,Gold Minifigure Key Chain,2009,503,0
15832,852689-1,Brick Sticky Notes,2009,501,0
15833,852690-1,Designers' Tool Set,2009,501,2
15834,852695-1,Bionicle Stationery Set,2009,501,0
15835,852696-1,Duplo Picture Lottery,2009,504,0
15836,852697-1,Vintage Minifigure Collection Vol. 3,2009,535,22
15837,852701-1,Battle Pack Troll Warriors,2009,193,36
15838,852702-1,Battle Pack Dwarfs,2009,193,45
15839,852703-1,City Activity Stationery Set,2009,501,0
15840,852704-1,Classic Girl Key Chain,2009,503,0
15841,852706-1,Eraser Set,2009,501,0
15842,852708-1,Minifigure Cake Mould,2009,501,0
15843,852709-1,Space Shoulder Bag,2009,501,0
15844,8527-1,LEGO Mindstorms NXT,2006,259,579
15845,852711-1,Admiral's Daughter Key Chain,2009,503,0
15846,852713-1,SpongeBob Magnet Set,2009,501,29
15847,852714-1,Squidward Key Chain,2009,503,0
15848,852715-1,Star Wars Magnet Set,2009,501,19
15849,852716-1,Mutt Williams Key Chain,2009,503,0
15850,852717-1,Irina Spalko Key Chain,2009,503,0
15851,852718-1,Colonel Dovchenko Key Chain,2009,503,0
15852,852719-1,Indiana Jones Magnets,2009,501,19
15853,852733-1,Felt Tip Pen Set,2009,501,0
15854,852734-1,Erasers,2009,501,0
15855,852735-1,Zipper Puller (Pink),2009,501,0
15856,852736-1,Star Wars 10th Anniversary T-Shirt,2009,501,0
15857,852737-1,Star Wars 10th Anniversary Stormtrooper Magnet,2009,501,6
15858,852741-1,Build your own Holiday Countdown Candle,2009,227,165
15859,852742-1,Holiday Magnet,2009,227,23
15860,852743-1,Angel Key Chain,2010,503,0
15861,852744-1,"Christmas Tree Ornaments, Build Your Own Holiday Ornaments",2009,228,72
15862,852745-1,Metallized Magnet Set,2009,501,2
15863,852747-1,Battle Pack Pirates,2009,153,40
15864,852748-1,Pirates Coin Bank,2009,501,127
15865,852749-1,Pirates Soldier Key Chain,2009,503,0
15866,852750-1,Pirates Tic Tac Toe,2009,153,90
15867,852751-1,Pirates Chess,2009,153,285
15868,852753-1,Vintage Minifigure Collection Vol. 4,2009,535,25
15869,852754-1,Coin Bank,2009,501,0
15870,852759-1,Ruler,2009,443,1
15871,852761-1,Castle Troll T-Shirt,2009,501,0
15872,852762-1,Indiana Jones T-Shirt,2009,501,0
15873,852763-1,Star Wars Stormtrooper T-Shirt,2009,501,0
15874,852766-1,The LEGO Store KidsFest Exclusive Minifigure Set,2016,408,15
15875,852768-1,Ice Cube Tray (Red),2009,501,0
15876,852769-1,Vintage Minifigure Collection Vol. 5,2010,535,20
15877,852771-1,Minifigure Ice Cube Tray,2010,501,0
15878,852774-1,Shark Warrior Key Chain,2010,503,0
15879,852775-1,Manta Warrior Key Chain,2010,503,0
15880,852776-1,Lance Spears Key Chain,2010,503,0
15881,852777-1,"Magnet Set, Atlantis",2010,501,21
15882,852778-1,Atlantis Water Gun,2010,501,0
15883,852779-1,Harpoon Blaster,2010,501,0
15884,852780-1,Atlantis Sword,2010,501,0
15885,852781-1,Atlantis Shield,2010,501,0
15886,852782-1,Trident,2010,501,0
15887,852783-1,Fairy Key Chain,2010,503,0
15888,852786-1,Rose,2010,206,29
15889,8528-1,Converter Cables for Mindstorms NXT,2006,259,3
15890,852810-1,Evolution of the Minifigure T-Shirt,2010,501,0
15891,852815-1,White Spaceman Key Chain,2010,503,0
15892,852820-1,Minifig Display Box,2010,501,15
15893,852836-1,Admiral Ackbar Key Chain,2010,503,0
15894,852837-1,C-3PO Key Chain,2010,503,0
15895,852838-1,Wicket Key Chain,2010,503,0
15896,852839-1,Nute Gunray Key Chain,2010,503,0
15897,852840-1,Onaconda Farr Key Chain,2010,503,0
15898,852841-1,Princess Leia Key Chain,2010,503,0
15899,852842-1,Biker Scout Key Chain,2010,503,0
15900,852843-1,Star Wars Magnet Set,2010,501,14
15901,852844-1,Star Wars Magnet Set,2010,501,16
15902,852845-1,Star Wars Magnet Set,2010,501,19
15903,852847-1,Yoda T-Shirt,2010,501,0
15904,852848-1,Woody Key Chain,2010,503,0
15905,852849-1,Buzz Lightyear Key Chain,2010,503,0
15906,852850-1,Jessie Key Chain,2010,503,0
15907,852856-1,LEGO Club Max Key Chain,2010,503,0
15908,852858-1,Foldable red shopping bag,2010,501,0
15909,852862-1,Firax Key Chain,2010,503,0
15910,852863-1,Duke Key Chain,2010,503,0
15911,852889-1,Rock Band Key Chain,2010,503,0
15912,852890-1,Rock Band Key Chain,2010,503,0
15913,852907-1,Portal Emperor Key Chain,2010,503,0
15914,8529-1,Connector Cables for Mindstorms NXT,2006,259,7
15915,852911-1,Court Jester Key Chain,2010,503,0
15916,852912-1,Princess Key Chain,2010,503,0
15917,852914-1,Good Knight's Armor,2010,501,0
15918,852920-1,Dragon Armor,2010,501,0
15919,852921-1,Battle Pack Lion Knights,2010,196,36
15920,852922-1,Battle Pack Dragon Knights,2010,196,37
15921,852939-1,Prince Dastan Key Chain,2010,503,0
15922,852940-1,Princess Tamina Key Chain,2010,503,0
15923,852941-1,Nizam Key Chain,2010,503,0
15924,852942-1,Prince of Persia Magnet Set,2010,501,23
15925,852944-1,Luke Skywalker Key Chain,2010,503,0
15926,852945-1,Kit Fisto Key Chain,2010,503,0
15927,852946-1,R4-P44 Key Chain,2010,503,0
15928,852947-1,"Magnet Set, Star Wars - Kit Fisto, Barriss Offee, Captain Jag",2010,501,19
15929,852948-1,Female Minifigure Magnet Set,2010,501,20
15930,852949-1,Toy Story Magnet Set,2010,501,18
15931,852950-1,Alien Key Chain,2010,503,0
15932,852954-1,Harry Potter Key Chain,2010,503,0
15933,852955-1,Ron Weasley Key Chain,2010,503,0
15934,852956-1,Hermione Granger Key Chain,2010,503,0
15935,852957-1,Rebeus Hagrid Key Chain,2010,503,0
15936,852958-1,King Key Chain,2010,503,0
15937,852960-1,Soccer Ball,2010,501,0
15938,852979-1,Albus Dumbledore Key Chain,2010,503,0
15939,852980-1,Severus Snape Key Chain,2010,503,0
15940,852981-1,Dobby Key Chain,2010,503,0
15941,852982-1,Harry Potter Magnet Set,2010,501,20
15942,852983-1,Harry Potter Magnet Set,2010,501,19
15943,852984-1,Key Covers,2010,501,0
15944,852985-1,Duck Key Chain,2010,503,0
15945,852986-1,Crocodile Key Chain,2010,503,0
15946,852987-1,Penguin Key Chain,2010,503,0
15947,852988-1,LEGO Logo Umbrella,2010,501,0
15948,852990-1,LEGO Logo Mug,2010,501,0
15949,852995-1,Ducks,2010,301,15
15950,852996-1,Max,2010,301,4
15951,852997-1,2011 Calendar,2010,501,0
15952,852998-1,Birthday Party Kit,2010,501,40
15953,8530-1,Kanohi Mask Pack polybag - Non-US Version,2001,324,2
15954,853036-1,Holiday Stocking,2010,501,0
15955,853037-1,Star Wars Magnet Set,2010,501,20
15956,853039-1,Clone Pilot Key Chain,2010,503,0
15957,853040-1,Senate Commando Captain Key Chain,2010,503,0
15958,853083-1,Hero Factory Mission Log Book,2011,501,0
15959,853084-1,Ace Speedman Key Chain,2011,503,0
15960,853085-1,Hammer Head Key Chain,2011,503,0
15961,853086-1,Barracuda Guardian Key Chain,2011,503,0
15962,853087-1,Atlantis Magnet Set,2011,501,27
15963,853088-1,Wizard Key Chain,2011,503,0
15964,853089-1,Princess Key Chain,2011,503,0
15965,853091-1,Policeman Key Chain,2011,503,0
15966,853092-1,City Burglars Magnet Set,2011,501,18
15967,853096-1,Astronaut Key Chain,2011,503,0
15968,853097-1,Kai Key Chain,2011,503,0
15969,853098-1,Jay Key Chain,2011,503,0
15970,853099-1,Cole Key Chain,2011,503,0
15971,853-1,Auto Chassis,1977,4,608
15972,853100-1,Zane Key Chain,2011,503,0
15973,853101-1,Sensei-Wu Key Chain,2011,503,0
15974,853102-1,Ninjago Magnet Set,2011,501,24
15975,853105-1,Ninjago Sword,2011,501,0
15976,853106-1,Ninjago 3D Battle Arena,2011,435,9
15977,853108-1,Ninjago Headband,2011,501,0
15978,8531-1,Pohatu,2001,324,49
15979,853111-1,Exclusive Weapon Training Set - Limited Edition,2011,435,33
15980,853114-1,Ninjago Trading Card Holder,2011,501,1
15981,853116-1,Boba Fett Key Chain,2011,503,0
15982,853118-1,Emperor Palpatine Key Chain,2011,503,0
15983,8531-2,Pohatu - With mini CD-ROM,2001,324,50
15984,853125-1,Bossk Key Chain,2011,503,0
15985,853126-1,Star Wars Magnet Set,2011,501,18
15986,853127-1,Cad Bane Key Chain,2011,503,0
15987,853129-1,Aayla Secura Key Chain,2011,503,0
15988,853130-1,Star Wars Magnet Set,2011,501,18
15989,853131-1,Signature Minifigure Towel,2011,501,0
15990,853132-1,Minifigure Mug,2011,501,0
15991,853136-1,Minifigure Umbrella,2011,501,0
15992,853143-1,Signature Minifigure Stationery Set,2011,501,0
15993,853144-1,2 x 4 Brick Coin Bank,2011,501,0
15994,853146-1,Signature Minifigure Playing Cards,2011,501,0
15995,853147-1,LEGO Logo Wallet,2011,501,0
15996,853148-1,Classic Logo Magnet,2011,501,0
15997,853155-1,Photo Frame (LEGOLAND Florida Version),2013,425,5
15998,853155-2,Photo Frame (LEGOLAND Windsor Version),2013,425,5
15999,853155-3,Photo Frame (LEGOLAND Malaysia Version),2013,425,5
16000,853165-1,Amset-Ra Key Chain,2011,503,0
16001,853166-1,Jake Raines Key Chain,2011,503,0
16002,853167-1,Anubis Guard Key Chain,2011,503,0
16003,853168-1,"Magnet Set, Pharaoh's Quest",2011,501,20
16004,853170-1,Pharaoh's Quest Sword,2011,501,0
16005,853175-1,Pharaoh's Quest Coin Bank,2011,501,117
16006,853176-1,Skeleton Mummy Battle Pack,2011,437,29
16007,853179-1,Classic Minifigures Tote Bag,2010,501,0
16008,853187-1,Captain Jack Sparrow Key Chain,2011,503,0
16009,853188-1,Elizabeth Swann Key Chain,2011,503,0
16010,853189-1,Captain Hector Barbossa Key Chain,2011,503,0
16011,853191-1,Pirates of the Caribbean Magnet Set,2011,501,20
16012,853195-1,Brick Calendar,2011,301,120
16013,853200-1,Shaak Ti Key Chain,2011,503,0
16014,853201-1,Jar Jar Binks Key Chain,2011,503,0
16015,853209-1,Towel (Blue),2011,501,0
16016,8532-1,Onua,2001,324,30
16017,853210-1,Towel (Red),2011,501,0
16018,853211-1,Towel (Yellow),2011,501,0
16019,853213-1,Drink Tumbler,2012,501,9
16020,853216-1,Minifigure Sticker Set,2011,501,0
16021,853219-1,Pirates of the Caribbean Battle Pack,2011,263,30
16022,8532-2,Onua - With mini CD-ROM,2001,324,33
16023,853235-1,Storage Brick Box 2 x 2 (All Colors),2015,501,0
16024,853240-1,Minifigure Wrapping Paper,2011,501,0
16025,853247-1,Pirates Tumbler with Straw,2012,501,0
16026,853261-1,Large Tote,2011,501,0
16027,853274-1,FIRST LEGO League Key Chain (Male),2011,503,0
16028,853275-1,FIRST LEGO League Key Chain (Female),2011,503,0
16029,853297-1,SpongeBob Key Chain,2013,503,0
16030,853301-1,Alien Conquest Battle Pack,2011,127,27
16031,853305-1,Copenhagen Key Chain,2011,503,3
16032,853306-1,Berlin Key Chain,2011,503,2
16033,853307-1,Canada Key Chain,2011,503,0
16034,853309-1,New York Key Chain,2011,503,0
16035,8533-1,Gali,2001,324,35
16036,853313-1,Copenhagen LEGO Store Magnet [Male],2011,501,6
16037,853317-1,I (love) NY Figure Magnet,2011,501,6
16038,8533-2,Gali - With mini CD-ROM,2001,324,36
16039,853340-1,Minifigure Wedding Favor Set,2011,301,30
16040,853344-1,Holiday Ornament with Red Bricks,2011,227,32
16041,853345-1,Holiday Ornament with Gold Bricks,2011,227,42
16042,853346-1,Holiday Ornament with Green Bricks,2011,227,38
16043,853352-1,2012 US Calendar,2011,501,0
16044,853353-1,Holiday Scene Magnet,2011,227,48
16045,853355-1,Classic Gift Wrap,2011,501,0
16046,853358-1,Heroica Storage Mat,2011,502,18
16047,853370-1,Duplo Panda Plush,2012,501,0
16048,853373-1,Kingdoms Chess,2012,196,329
16049,853375-1,Fire Fighter Key Chain,2012,503,0
16050,853378-1,City Firemen Minifigure Pack,2012,58,43
